ALL_ID	PHE_NAME	BETA	SE	T_STAT	P	ADJ_P
B_4402	Aspartate_aminotransferase	0.0130035	0.004000699999999999	3.25031	0.00115291	0.0750601347005302
DRB1_1301	Aspartate_aminotransferase	-0.0185119	0.0057897	-3.19738	0.00138694	0.08832588339304044
B_1801	Aspartate_aminotransferase	-0.0213759	0.00682772	-3.13075	0.00174374	0.1074248755708431
B_702	Aspartate_aminotransferase	0.010734899999999999	0.00354562	3.02765	0.00246481	0.14476185300142802
DQB1_502	Aspartate_aminotransferase	-0.0479474	0.0159334	-3.00924	0.00261918	0.15271049155587002
DPB1_201	Aspartate_aminotransferase	-0.013021600000000001	0.00435616	-2.98925	0.00279689	0.16204158181537776
DRB1_1601	Aspartate_aminotransferase	-0.0528554	0.0178445	-2.96201	0.00305665	0.1755071272493365
B_3801	Aspartate_aminotransferase	-0.0450135	0.0153382	-2.93473	0.0033385999999999997	0.1891582674000288
DPB1_1001	Aspartate_aminotransferase	0.030331200000000003	0.010475100000000001	2.89555	0.0037852	0.20928950938989613
B_5501	Aspartate_aminotransferase	0.026298099999999998	0.00939826	2.79819	0.00513936	0.27243051109386696
DPB1_1901	Aspartate_aminotransferase	-0.047322699999999995	0.0173649	-2.72519	0.00642678	0.3276865014451253
C_702	Aspartate_aminotransferase	0.00939806	0.00345115	2.72316	0.00646633	0.329180140392136
DPB1_1101	Aspartate_aminotransferase	0.0214307	0.00788525	2.71782	0.0065718	0.33349141680071437
DQB1_603	Aspartate_aminotransferase	-0.0155431	0.00580113	-2.6793299999999998	0.00737742	0.36797372577860066
C_1502	Aspartate_aminotransferase	0.0254062	0.00979322	2.59427	0.00947967	0.4477799162172174
B_5101	Aspartate_aminotransferase	0.0177043	0.00685277	2.58353	0.00977996	0.4589251192014681
C_602	Aspartate_aminotransferase	-0.0109385	0.00439848	-2.4868900000000003	0.0128871	0.5701362230205076
C_802	Aspartate_aminotransferase	0.0167484	0.00676208	2.47681	0.013256700000000001	0.5836718558956158
B_3901	Aspartate_aminotransferase	-0.0402853	0.016328299999999997	-2.4672099999999997	0.013617600000000002	0.5966969208225343
B_1501	Aspartate_aminotransferase	0.012834799999999999	0.00531441	2.4151	0.0157314	0.668334311475056
DRB1_1502	Aspartate_aminotransferase	-0.0465695	0.0196049	-2.3754	0.017530599999999997	0.7269703067163913
DRB1_1101	Aspartate_aminotransferase	-0.0191207	0.00807418	-2.36813	0.017878900000000003	0.738551235644558
DRB1_1303	Aspartate_aminotransferase	0.0323281	0.0139209	2.32227	0.0202192	0.8122281581015411
DQB1_601	Aspartate_aminotransferase	-0.0447055	0.019557400000000003	-2.28586	0.022262999999999998	0.8735569739740389
C_303	Aspartate_aminotransferase	0.012299299999999999	0.00554268	2.21902	0.0264861	0.9954648173990691
B_5001	Aspartate_aminotransferase	-0.0304286	0.013824000000000001	-2.20114	0.027726499999999998	1.0
A_3101	Aspartate_aminotransferase	0.0170304	0.00778291	2.18818	0.0286574	1.0
A_2501	Aspartate_aminotransferase	-0.022539	0.010526100000000002	-2.1412400000000003	0.032255400000000004	1.0
C_302	Aspartate_aminotransferase	0.07446069999999999	0.0352231	2.1139799999999997	0.034518	1.0
B_5201	Aspartate_aminotransferase	-0.0378353	0.018061700000000003	-2.09478	0.0361914	1.0
C_1202	Aspartate_aminotransferase	-0.0378265	0.0181081	-2.08893	0.0367151	1.0
C_704	Aspartate_aminotransferase	-0.019299	0.0095646	-2.01775	0.043617699999999995	1.0
A_2301	Aspartate_aminotransferase	0.0192356	0.00974643	1.9736	0.0484277	1.0
DPA1_202	Aspartate_aminotransferase	-0.013765000000000001	0.00730981	-1.8830900000000002	0.059689599999999995	1.0
DPA1_103	Aspartate_aminotransferase	-0.00597689	0.00324181	-1.84369	0.06522939999999999	1.0
DPA1_105	Aspartate_aminotransferase	0.09750729999999999	0.0530288	1.83876	0.0659514	1.0
DRB1_103	Aspartate_aminotransferase	-0.018013	0.00985919	-1.82703	0.06769689999999999	1.0
DPB1_402	Aspartate_aminotransferase	0.00749252	0.00417116	1.79627	0.0724525	1.0
DRB1_1401	Aspartate_aminotransferase	0.0168518	0.00938432	1.7957400000000001	0.072537	1.0
B_4501	Aspartate_aminotransferase	0.0279227	0.015609999999999999	1.78877	0.0736534	1.0
B_4901	Aspartate_aminotransferase	0.0208977	0.0118729	1.7601200000000001	0.07838760000000002	1.0
DQB1_503	Aspartate_aminotransferase	0.015113399999999999	0.00862631	1.7520099999999998	0.07977310000000001	1.0
B_3906	Aspartate_aminotransferase	0.026177099999999995	0.015581799999999998	1.67997	0.0929633	1.0
C_102	Aspartate_aminotransferase	0.011622799999999999	0.00693105	1.67692	0.09355939999999999	1.0
B_3508	Aspartate_aminotransferase	0.06919349999999999	0.0432691	1.59914	0.10979000000000001	1.0
DPB1_901	Aspartate_aminotransferase	-0.045145300000000006	0.0283777	-1.5908799999999998	0.11163900000000002	1.0
A_2601	Aspartate_aminotransferase	0.015751599999999998	0.00990295	1.59059	0.111702	1.0
A_206	Aspartate_aminotransferase	0.0462241	0.030366300000000002	1.5222200000000001	0.127956	1.0
C_202	Aspartate_aminotransferase	-0.0102215	0.00674724	-1.51491	0.129796	1.0
B_1401	Aspartate_aminotransferase	-0.017850400000000002	0.011821600000000002	-1.5099799999999999	0.13105	1.0
A_3002	Aspartate_aminotransferase	-0.0191233	0.0128136	-1.49242	0.13558900000000002	1.0
DPA1_201	Aspartate_aminotransferase	-0.0052897	0.00355712	-1.48708	0.136996	1.0
DRB1_402	Aspartate_aminotransferase	0.0369788	0.0248852	1.48597	0.137287	1.0
B_4701	Aspartate_aminotransferase	-0.0333486	0.0227781	-1.4640600000000001	0.143178	1.0
A_3201	Aspartate_aminotransferase	0.009910500000000001	0.00686968	1.44264	0.149122	1.0
DRB5_101	Aspartate_aminotransferase	0.00498817	0.00357552	1.39509	0.16298900000000002	1.0
DRB1_1501	Aspartate_aminotransferase	0.00499552	0.00358504	1.39344	0.16348900000000002	1.0
B_1503	Aspartate_aminotransferase	-0.07309539999999999	0.0525861	-1.39001	0.164526	1.0
DPB1_1401	Aspartate_aminotransferase	0.021108900000000003	0.0152784	1.38161	0.16709200000000002	1.0
A_211	Aspartate_aminotransferase	0.07024939999999999	0.051664	1.35974	0.17391500000000001	1.0
A_205	Aspartate_aminotransferase	-0.0197925	0.014743899999999999	-1.3424200000000002	0.17945899999999998	1.0
DRB1_1102	Aspartate_aminotransferase	0.0385879	0.0298265	1.29374	0.19575499999999998	1.0
DRB1_1103	Aspartate_aminotransferase	-0.034457	0.027264499999999997	-1.26381	0.206301	1.0
B_5801	Aspartate_aminotransferase	0.0217854	0.017888499999999998	1.21784	0.223284	1.0
DRB1_403	Aspartate_aminotransferase	0.055333600000000004	0.0458717	1.2062700000000002	0.227715	1.0
DRB1_407	Aspartate_aminotransferase	0.0385441	0.0320188	1.2038	0.228669	1.0
A_2608	Aspartate_aminotransferase	0.05551659999999999	0.0479754	1.15719	0.247196	1.0
DQA1_601	Aspartate_aminotransferase	0.0291182	0.0252735	1.15212	0.249271	1.0
B_2702	Aspartate_aminotransferase	-0.0529649	0.050093900000000004	-1.05731	0.29036999999999996	1.0
A_202	Aspartate_aminotransferase	-0.051193800000000005	0.048826	-1.04849	0.294412	1.0
B_2705	Aspartate_aminotransferase	0.00656757	0.00652459	1.0065899999999999	0.314134	1.0
DQA1_303	Aspartate_aminotransferase	0.0403924	0.0431879	0.9352729999999999	0.349649	1.0
A_2901	Aspartate_aminotransferase	0.0410666	0.0439304	0.9348120000000001	0.34988600000000003	1.0
DPB1_1701	Aspartate_aminotransferase	0.0110899	0.0119985	0.924272	0.35534499999999997	1.0
DRB1_803	Aspartate_aminotransferase	0.0237053	0.025776900000000002	0.9196340000000001	0.357765	1.0
B_5108	Aspartate_aminotransferase	-0.046277	0.0528769	-0.875183	0.381475	1.0
DQB1_602	Aspartate_aminotransferase	0.00304728	0.00363578	0.8381350000000001	0.401955	1.0
A_6802	Aspartate_aminotransferase	0.013060599999999999	0.0165167	0.7907529999999999	0.42908900000000005	1.0
DPB1_2301	Aspartate_aminotransferase	-0.034345	0.0437615	-0.784821	0.432559	1.0
DPB1_1301	Aspartate_aminotransferase	0.00814023	0.0105246	0.7734479999999999	0.439258	1.0
A_2402	Aspartate_aminotransferase	0.00367845	0.00491257	0.748784	0.453988	1.0
DRB1_405	Aspartate_aminotransferase	-0.013955799999999999	0.018775599999999996	-0.743291	0.45730600000000005	1.0
B_4002	Aspartate_aminotransferase	0.0106443	0.0144398	0.737154	0.461029	1.0
C_1604	Aspartate_aminotransferase	-0.0392275	0.054100199999999994	-0.725089	0.468398	1.0
A_3303	Aspartate_aminotransferase	0.021383900000000004	0.0300124	0.712501	0.476155	1.0
B_5301	Aspartate_aminotransferase	0.0186138	0.026133299999999998	0.712262	0.476303	1.0
B_4101	Aspartate_aminotransferase	-0.018206	0.0286503	-0.635456	0.5251319999999999	1.0
A_3004	Aspartate_aminotransferase	0.0247146	0.0406248	0.608362	0.542948	1.0
DPB1_1501	Aspartate_aminotransferase	-0.00923227	0.015246000000000001	-0.6055520000000001	0.544812	1.0
B_3503	Aspartate_aminotransferase	0.00882404	0.0147399	0.598651	0.5494060000000001	1.0
DPB1_2001	Aspartate_aminotransferase	0.026474900000000003	0.0457726	0.5784	0.562994	1.0
A_6801	Aspartate_aminotransferase	-0.00419169	0.00734625	-0.570589	0.568278	1.0
A_301	Aspartate_aminotransferase	0.0019807	0.00357165	0.554562	0.579195	1.0
DQB1_609	Aspartate_aminotransferase	0.00679276	0.0126308	0.5377930000000001	0.59072	1.0
B_3701	Aspartate_aminotransferase	-0.005638300000000001	0.0110376	-0.510828	0.609472	1.0
B_1517	Aspartate_aminotransferase	-0.0152458	0.030707099999999998	-0.49649099999999996	0.619549	1.0
B_4102	Aspartate_aminotransferase	-0.0107368	0.02178	-0.492965	0.622037	1.0
DRB1_1201	Aspartate_aminotransferase	0.00506116	0.0107239	0.47195	0.6369630000000001	1.0
DRB1_1001	Aspartate_aminotransferase	-0.00636529	0.0166433	-0.382454	0.702125	1.0
C_1505	Aspartate_aminotransferase	0.0196912	0.0528783	0.37238699999999997	0.709605	1.0
C_1402	Aspartate_aminotransferase	0.0049036999999999996	0.013204200000000001	0.371375	0.710359	1.0
DRB1_1104	Aspartate_aminotransferase	-0.00487633	0.013411099999999999	-0.363603	0.716154	1.0
DRB5_9901	Aspartate_aminotransferase	0.00125805	0.00350614	0.35881399999999997	0.719735	1.0
A_6601	Aspartate_aminotransferase	-0.0085589	0.0238815	-0.35839	0.720052	1.0
B_4405	Aspartate_aminotransferase	0.013113299999999998	0.0378646	0.346321	0.729102	1.0
B_1518	Aspartate_aminotransferase	0.0131763	0.0385575	0.34173200000000004	0.732553	1.0
DPA1_104	Aspartate_aminotransferase	0.0061312	0.0184618	0.332102	0.739812	1.0
B_3502	Aspartate_aminotransferase	-0.0120713	0.0385596	-0.313056	0.754239	1.0
DQB1_402	Aspartate_aminotransferase	0.00273305	0.00899316	0.30390300000000003	0.761202	1.0
A_3402	Aspartate_aminotransferase	0.0126485	0.041810400000000005	0.30252199999999996	0.762255	1.0
DRB4_101	Aspartate_aminotransferase	0.00134523	0.00478471	0.281152	0.778594	1.0
DRB1_801	Aspartate_aminotransferase	-0.00227313	0.00969453	-0.23447600000000002	0.814616	1.0
DQB1_304	Aspartate_aminotransferase	0.00720345	0.0369269	0.195073	0.8453360000000001	1.0
C_1602	Aspartate_aminotransferase	0.00518054	0.031088099999999997	0.16664	0.8676530000000001	1.0
DQA1_401	Aspartate_aminotransferase	-0.00143343	0.00911156	-0.15732000000000002	0.874993	1.0
DPB1_501	Aspartate_aminotransferase	-0.00135408	0.00893147	-0.151608	0.8794959999999999	1.0
DRB1_806	Aspartate_aminotransferase	0.00755098	0.0537871	0.14038699999999998	0.8883549999999999	1.0
A_302	Aspartate_aminotransferase	-0.00447093	0.038904900000000006	-0.11491900000000001	0.908509	1.0
B_5701	Aspartate_aminotransferase	0.000601038	0.00648807	0.0926375	0.926192	1.0
DPB1_1601	Aspartate_aminotransferase	0.00261056	0.030604000000000003	0.08530139999999999	0.9320219999999999	1.0
B_5601	Aspartate_aminotransferase	-0.00160072	0.025144299999999998	-0.0636615	0.94924	1.0
C_1701	Aspartate_aminotransferase	-0.00119203	0.0223708	-0.0532851	0.9575049999999999	1.0
DRB1_804	Aspartate_aminotransferase	-0.00146769	0.0442294	-0.0331834	0.9735280000000001	1.0
B_705	Aspartate_aminotransferase	-0.00037448099999999997	0.035443	-0.0105657	0.9915700000000001	1.0
DQA1_301	C_reactive_protein	0.037911400000000005	0.00312866	12.1175	8.68514e-34	1.2965796950948215e-30
DRB4_103	C_reactive_protein	0.029703500000000004	0.00296149	10.0299	1.13585e-23	9.00174718847272e-21
DRB4_9901	C_reactive_protein	0.0257612	0.00264645	9.73425	2.1697299999999996e-22	1.4976612513738117e-19
DRB1_401	C_reactive_protein	0.0400676	0.00412069	9.723510000000001	2.41148e-22	1.629487027442665e-19
DRB3_101	C_reactive_protein	-0.026300099999999996	0.00336525	-7.815180000000001	5.50497e-15	2.054553042353416e-12
DQB1_302	C_reactive_protein	0.0308497	0.00411488	7.49711	6.541000000000001e-14	2.2099446494481552e-11
B_2705	C_reactive_protein	0.045684699999999995	0.00651855	7.00842	2.415e-12	6.740314287798608e-10
DQB1_301	C_reactive_protein	0.0224839	0.00331626	6.77988	1.20483e-11	3.13126387637108e-09
DRB1_301	C_reactive_protein	-0.0239055	0.00352894	-6.77412	1.2538e-11	3.2453940299700057e-09
DQB1_201	C_reactive_protein	-0.0236997	0.00352771	-6.71815	1.84355e-11	4.6048198648401415e-09
B_801	C_reactive_protein	-0.0238785	0.00357694	-6.675680000000001	2.4648999999999998e-11	6.062470603172702e-09
C_701	C_reactive_protein	-0.0215609	0.00329187	-6.54976	5.77167e-11	1.3375578396238126e-08
DRB5_9901	C_reactive_protein	-0.0221203	0.0035015000000000003	-6.31738	2.66383e-10	5.5519639484435875e-08
DQB1_602	C_reactive_protein	-0.0221942	0.0036323	-6.11022	9.96075e-10	1.9087017922442072e-07
B_702	C_reactive_protein	-0.0213799	0.0035421999999999997	-6.03576	1.58394e-09	2.990547174514209e-07
DRB1_1501	C_reactive_protein	-0.0210737	0.00358142	-5.88419	4.0041500000000005e-09	7.281594349248292e-07
DRB5_101	C_reactive_protein	-0.020847099999999997	0.0035725	-5.83544	5.3701e-09	9.602377439158323e-07
DRB3_9901	C_reactive_protein	-0.01519	0.0026629	-5.7043099999999995	1.1691799999999999e-08	1.954523972968347e-06
DQA1_102	C_reactive_protein	-0.018212	0.00320267	-5.68652	1.29768e-08	2.1580979632347637e-06
C_702	C_reactive_protein	-0.019593	0.00344825	-5.68203	1.33221e-08	2.204102625760477e-06
DQA1_501	C_reactive_protein	-0.0162398	0.00303383	-5.3529	8.66188e-08	1.2811892368487384e-05
DPA1_103	C_reactive_protein	-0.0170041	0.0032384999999999996	-5.25061	1.51691e-07	2.15432999290025e-05
A_101	C_reactive_protein	-0.0148079	0.00317796	-4.65956	3.17019e-06	0.00035828432179805945
DRB1_404	C_reactive_protein	0.030467400000000002	0.00657106	4.63661	3.5431699999999994e-06	0.000396943062828877
C_202	C_reactive_protein	0.0312255	0.00674279	4.63095	3.64142e-06	0.0004072393438505991
DPB1_101	C_reactive_protein	-0.023857299999999998	0.00532997	-4.47607	7.6056600000000005e-06	0.0007990731629045025
DPA1_201	C_reactive_protein	-0.0158847	0.00355426	-4.46919	7.85438e-06	0.0008238560494210958
B_1501	C_reactive_protein	0.0216363	0.00531244	4.07276	4.64716e-05	0.004183973678713174
C_501	C_reactive_protein	0.0150585	0.00394747	3.8147300000000004	0.000136356	0.011269089294707681
C_401	C_reactive_protein	0.0171537	0.00454667	3.7728	0.000161457	0.013069968461719808
B_3701	C_reactive_protein	-0.0405074	0.01103	-3.6724699999999997	0.00024025400000000002	0.018947483227039538
C_1203	C_reactive_protein	-0.0273553	0.0075771	-3.61026	0.000305943	0.02369064247403032
B_4402	C_reactive_protein	0.0132762	0.00399837	3.3204	0.000898991	0.06045868663564202
B_5001	C_reactive_protein	0.04495	0.013810299999999998	3.25483	0.00113472	0.07402603008760004
DQB1_603	C_reactive_protein	-0.0187976	0.00579894	-3.2415599999999998	0.0011889000000000001	0.0770905209885884
C_102	C_reactive_protein	0.0222104	0.00692321	3.20811	0.00133623	0.08552067759374386
DPB1_501	C_reactive_protein	-0.027336400000000004	0.00892268	-3.0637	0.00218635	0.13067913579079976
B_3501	C_reactive_protein	0.0184097	0.0062125	2.96333	0.00304352	0.174909675927875
DQA1_103	C_reactive_protein	-0.0164143	0.00555035	-2.95735	0.00310323	0.17770481718979883
DRB1_1301	C_reactive_protein	-0.0168561	0.00578744	-2.91252	0.00358548	0.19979548671144304
DRB1_1001	C_reactive_protein	-0.0474249	0.016646200000000003	-2.8489999999999998	0.00438603	0.23901059645657147
C_1502	C_reactive_protein	0.026142900000000004	0.00979007	2.67035	0.00757772	0.3762104694504273
DQA1_101	C_reactive_protein	0.009468899999999999	0.00359474	2.6341	0.00843649	0.40958393271647253
DRB5_202	C_reactive_protein	-0.040913	0.015533199999999999	-2.6339	0.00844135	0.40958393271647253
B_3801	C_reactive_protein	-0.0402392	0.0153113	-2.6280799999999997	0.00858721	0.41540527688898754
DPA1_202	C_reactive_protein	-0.018245599999999997	0.00730664	-2.4971200000000002	0.0125211	0.5566293973681252
DQB1_501	C_reactive_protein	0.00958451	0.0038486999999999996	2.49032	0.0127632	0.5654341537219836
A_6601	C_reactive_protein	0.0583237	0.0238763	2.44274	0.0145767	0.6280060037005686
A_302	C_reactive_protein	-0.0935189	0.0387894	-2.41094	0.015912	0.6733332137203845
DQB1_402	C_reactive_protein	-0.021587000000000002	0.00898669	-2.40211	0.0163016	0.6868027279428438
DQA1_401	C_reactive_protein	-0.0217271	0.00910442	-2.38643	0.0170132	0.7096402428365683
C_304	C_reactive_protein	0.010899500000000001	0.00465676	2.34057	0.019255	0.7828025670952816
DPB1_301	C_reactive_protein	0.0117519	0.00519532	2.26202	0.0236972	0.91749426010007
A_201	C_reactive_protein	0.0062584	0.00283771	2.2054400000000003	0.027423900000000005	1.0
DPB1_401	C_reactive_protein	0.00581034	0.00263752	2.20296	0.0275985	1.0
DPB1_1301	C_reactive_protein	-0.0227334	0.0105164	-2.16172	0.030640499999999998	1.0
A_3101	C_reactive_protein	0.0167793	0.00777312	2.15863	0.0308795	1.0
DRB1_407	C_reactive_protein	0.06856849999999999	0.032071499999999996	2.1379900000000003	0.0325183	1.0
DRB1_103	C_reactive_protein	0.0204921	0.00985018	2.08038	0.037491500000000004	1.0
C_303	C_reactive_protein	0.0114249	0.00553923	2.06255	0.039156199999999995	1.0
DRB1_102	C_reactive_protein	0.0303329	0.0148554	2.04188	0.041164599999999996	1.0
DQB1_502	C_reactive_protein	-0.032074700000000005	0.0159159	-2.01527	0.0438777	1.0
A_1101	C_reactive_protein	0.010551000000000001	0.00528595	1.99605	0.0459297	1.0
DRB1_801	C_reactive_protein	-0.019084599999999997	0.00968562	-1.9704	0.048793	1.0
B_5101	C_reactive_protein	0.013460299999999998	0.00684723	1.9658099999999998	0.049321699999999996	1.0
DRB1_1101	C_reactive_protein	-0.0155523	0.00806358	-1.92871	0.0537683	1.0
A_3301	C_reactive_protein	0.032630200000000005	0.0171055	1.9075900000000001	0.0564457	1.0
B_4701	C_reactive_protein	-0.042929699999999994	0.0227562	-1.88651	0.059227300000000004	1.0
DRB1_101	C_reactive_protein	0.00821185	0.00437479	1.8770799999999999	0.0605076	1.0
DRB1_402	C_reactive_protein	0.0457809	0.0248862	1.8396099999999997	0.0658268	1.0
DRB1_1601	C_reactive_protein	-0.0319762	0.0178248	-1.7939200000000002	0.0728273	1.0
B_4901	C_reactive_protein	-0.020819	0.0118579	-1.7557099999999999	0.0791395	1.0
DRB1_403	C_reactive_protein	0.075725	0.045775	1.65429	0.0980702	1.0
A_205	C_reactive_protein	0.0243246	0.014722999999999998	1.65215	0.0985056	1.0
DQB1_504	C_reactive_protein	-0.055203300000000004	0.0339109	-1.6279	0.103548	1.0
DPB1_201	C_reactive_protein	-0.00677424	0.00435319	-1.55616	0.119672	1.0
DPB1_1701	C_reactive_protein	-0.018646799999999998	0.0119877	-1.5555	0.119828	1.0
B_3901	C_reactive_protein	-0.025115900000000004	0.016312200000000002	-1.5397	0.123635	1.0
B_3502	C_reactive_protein	0.057725099999999994	0.038474699999999994	1.50034	0.133528	1.0
B_5301	C_reactive_protein	0.038643699999999996	0.026125299999999997	1.47917	0.139097	1.0
C_1601	C_reactive_protein	0.00855515	0.00608891	1.40504	0.160011	1.0
DPB1_1901	C_reactive_protein	-0.0238784	0.017368099999999997	-1.37485	0.16918	1.0
A_3001	C_reactive_protein	-0.0170082	0.012506100000000001	-1.35999	0.173833	1.0
C_1402	C_reactive_protein	-0.0171813	0.013191499999999998	-1.30245	0.19276300000000002	1.0
A_3201	C_reactive_protein	0.00879725	0.00686228	1.28197	0.199854	1.0
DRB1_803	C_reactive_protein	-0.031636000000000004	0.0257457	-1.22879	0.21915300000000001	1.0
DQA1_601	C_reactive_protein	-0.029727999999999997	0.025243900000000003	-1.17763	0.238945	1.0
DRB1_405	C_reactive_protein	-0.021959	0.018759400000000002	-1.17056	0.24177600000000002	1.0
A_2501	C_reactive_protein	-0.0122512	0.0105113	-1.1655200000000001	0.24380900000000003	1.0
DPB1_1501	C_reactive_protein	-0.0168435	0.0152226	-1.10648	0.26852	1.0
B_3508	C_reactive_protein	0.0465704	0.0432323	1.07721	0.281386	1.0
C_802	C_reactive_protein	0.00714744	0.00675844	1.05756	0.290258	1.0
A_6801	C_reactive_protein	-0.00775043	0.00733951	-1.05599	0.290975	1.0
DPB1_901	C_reactive_protein	-0.0297028	0.028383299999999997	-1.04649	0.295337	1.0
A_206	C_reactive_protein	0.030263099999999998	0.0303824	0.996073	0.319215	1.0
DQB1_604	C_reactive_protein	0.00762855	0.0077193	0.988244	0.323034	1.0
A_2402	C_reactive_protein	-0.00481791	0.00490739	-0.981765	0.326216	1.0
B_1401	C_reactive_protein	0.0114981	0.0118095	0.973635	0.330239	1.0
B_5801	C_reactive_protein	-0.016903599999999998	0.017875	-0.9456530000000001	0.344326	1.0
C_602	C_reactive_protein	-0.00403837	0.0043948	-0.918897	0.35815	1.0
B_4405	C_reactive_protein	-0.0337202	0.0377819	-0.892496	0.372128	1.0
C_1604	C_reactive_protein	-0.047141	0.0543429	-0.867474	0.385683	1.0
DQB1_503	C_reactive_protein	0.00735466	0.00861917	0.853291	0.393499	1.0
A_301	C_reactive_protein	0.00301382	0.00356897	0.84445	0.398418	1.0
DRB1_1302	C_reactive_protein	0.00546536	0.00660589	0.8273469999999999	0.408041	1.0
DRB3_301	C_reactive_protein	0.00540423	0.00663465	0.814547	0.415332	1.0
DPB1_202	C_reactive_protein	0.0121587	0.0151673	0.801638	0.422763	1.0
B_4001	C_reactive_protein	0.00440435	0.00549749	0.801157	0.423041	1.0
B_1402	C_reactive_protein	0.00642909	0.00804552	0.79909	0.42423900000000003	1.0
A_2301	C_reactive_protein	-0.00738089	0.00974115	-0.7577020000000001	0.44863000000000003	1.0
DPB1_2301	C_reactive_protein	-0.0329468	0.04372430000000001	-0.753513	0.451143	1.0
DRB1_1102	C_reactive_protein	0.022194	0.029762900000000002	0.745694	0.45585299999999995	1.0
B_4403	C_reactive_protein	0.00383203	0.00536163	0.714713	0.474787	1.0
A_2608	C_reactive_protein	-0.0330224	0.0478151	-0.690627	0.48980100000000004	1.0
DRB1_1303	C_reactive_protein	0.00954219	0.0139111	0.685941	0.492751	1.0
B_5201	C_reactive_protein	0.0116027	0.0180454	0.642977	0.5202399999999999	1.0
B_4501	C_reactive_protein	0.00984938	0.0155977	0.6314609999999999	0.5277390000000001	1.0
A_2902	C_reactive_protein	0.0039149	0.00620942	0.6304770000000001	0.528383	1.0
DPB1_1101	C_reactive_protein	0.00481452	0.00788075	0.6109220000000001	0.5412520000000001	1.0
DPB1_1601	C_reactive_protein	0.0179771	0.0305585	0.5882850000000001	0.556342	1.0
C_1602	C_reactive_protein	-0.018030200000000003	0.0310308	-0.581041	0.561214	1.0
A_202	C_reactive_protein	-0.0280858	0.04876919999999999	-0.575892	0.564689	1.0
B_1518	C_reactive_protein	0.021877599999999997	0.038502	0.568221	0.5698850000000001	1.0
A_2901	C_reactive_protein	-0.0248845	0.043847000000000004	-0.56753	0.570354	1.0
A_3402	C_reactive_protein	0.0235042	0.041668000000000004	0.564084	0.572697	1.0
DPB1_1401	C_reactive_protein	-0.00846292	0.015257499999999998	-0.554672	0.5791189999999999	1.0
DQA1_201	C_reactive_protein	-0.00196539	0.00356605	-0.55114	0.581538	1.0
B_5108	C_reactive_protein	-0.028130000000000002	0.052806500000000006	-0.532699	0.594242	1.0
DQB1_304	C_reactive_protein	0.0189655	0.0369291	0.5135649999999999	0.607556	1.0
B_1302	C_reactive_protein	-0.00435895	0.00914998	-0.476389	0.633797	1.0
C_1202	C_reactive_protein	0.008280599999999999	0.0180889	0.45777299999999993	0.647116	1.0
DRB1_1104	C_reactive_protein	0.00586455	0.013397200000000001	0.437746	0.661571	1.0
B_3503	C_reactive_protein	0.00629953	0.0147287	0.427704	0.668867	1.0
DRB1_1401	C_reactive_protein	0.00397853	0.00937459	0.42439499999999997	0.6712779999999999	1.0
B_1517	C_reactive_protein	-0.0129974	0.0306802	-0.423641	0.671828	1.0
DRB1_1103	C_reactive_protein	0.011201799999999998	0.0272649	0.410851	0.681182	1.0
C_704	C_reactive_protein	-0.00381415	0.00955751	-0.399073	0.68984	1.0
A_2601	C_reactive_protein	-0.00378422	0.00989654	-0.382378	0.702181	1.0
B_705	C_reactive_protein	0.013360200000000001	0.0354226	0.37716700000000003	0.70605	1.0
DRB1_701	C_reactive_protein	-0.00127366	0.00356544	-0.357224	0.720924	1.0
DRB1_806	C_reactive_protein	-0.0184356	0.0537904	-0.34273000000000003	0.7318020000000001	1.0
B_4002	C_reactive_protein	-0.00489633	0.014445500000000002	-0.338952	0.734646	1.0
B_1503	C_reactive_protein	0.0160617	0.0523734	0.306677	0.759089	1.0
C_302	C_reactive_protein	-0.010603	0.035182099999999994	-0.301374	0.763129	1.0
B_4101	C_reactive_protein	0.00814762	0.0286286	0.284597	0.775953	1.0
DRB1_901	C_reactive_protein	0.00314625	0.0110606	0.284455	0.776062	1.0
DPA1_105	C_reactive_protein	0.0149208	0.0531062	0.280962	0.7787390000000001	1.0
A_3004	C_reactive_protein	-0.0113252	0.0405607	-0.279217	0.780079	1.0
B_4102	C_reactive_protein	0.00587126	0.0217607	0.26981	0.7873060000000001	1.0
DPB1_1001	C_reactive_protein	0.00259821	0.010473	0.248086	0.804068	1.0
C_1701	C_reactive_protein	-0.00544349	0.022364	-0.243404	0.807692	1.0
A_3303	C_reactive_protein	-0.00726556	0.0299617	-0.242495	0.808397	1.0
DRB3_202	C_reactive_protein	0.000857942	0.00375651	0.228388	0.8193450000000001	1.0
DPB1_402	C_reactive_protein	0.000841418	0.00416652	0.20194700000000002	0.839958	1.0
DQB1_601	C_reactive_protein	-0.00388547	0.019547099999999998	-0.198775	0.8424389999999999	1.0
B_5601	C_reactive_protein	-0.0045578	0.0251042	-0.181555	0.855932	1.0
A_211	C_reactive_protein	-0.00912602	0.0516021	-0.17685399999999998	0.8596229999999999	1.0
DQB1_609	C_reactive_protein	-0.00221223	0.0126286	-0.175177	0.860941	1.0
DQB1_202	C_reactive_protein	-0.00121287	0.00720823	-0.168262	0.8663770000000001	1.0
C_1505	C_reactive_protein	0.00790111	0.0527354	0.149826	0.8809020000000001	1.0
